ID,Married,Gender,Age,Graduate,Profession,Years_of_Working ,Spending_Score,Family_Members,Category,Class(Target)
463,1,1,27,1,Healthcare,8,Low,4,Cat_6,A
464,0,1,46,1,Doctor,1,Low,nan,Cat_3,C
465,1,0,56,1,Artist,4,Low,1,Cat_6,B
466,1,0,55,0,Engineer,1,High,4,Cat_6,C
467,1,1,30,1,Doctor,0,Low,5,Cat_2,C
468,1,0,51,0,Entertainment,1,Average,4,Cat_3,A
469,0,1,46,1,Artist,6,Low,2,Cat_6,D
470,1,0,55,1,Executive,9,High,2,Cat_6,D
471,1,1,19,0,Healthcare,1,Low,4,Cat_6,A
472,0,1,38,1,Artist,9,Low,1,Cat_6,B
473,0,1,35,1,Healthcare,1,Low,1,Cat_6,A
474,0,0,47,1,Artist,0,Average,2,Cat_6,D
475,1,1,25,0,Healthcare,7,Low,4,Cat_4,A
476,1,1,27,1,Artist,4,Low,6,Cat_4,C
477,0,nan,85,0,Lawyer,0,High,1,Cat_3,D
478,1,0,39,1,Doctor,0,Average,3,Cat_6,B
479,0,1,26,1,Healthcare,7,Low,2,Cat_3,C
480,0,1,27,0,Doctor,nan,Low,3,Cat_7,C
481,0,0,59,1,Homemaker,0,Average,4,Cat_6,B
482,1,1,30,1,Artist,1,Low,1,Cat_3,C
483,0,0,59,1,Artist,4,Average,4,Cat_7,D
484,1,1,21,0,Marketing,7,Low,3,Cat_6,B
485,1,1,37,1,Entertainment,9,Low,1,Cat_6,A
486,0,1,31,1,Engineer,8,Low,1,Cat_6,C
487,0,0,66,1,Lawyer,6,Average,4,Cat_5,B
488,0,1,25,0,Engineer,1,Low,1,Cat_4,A
489,0,1,19,0,Healthcare,0,Low,4,Cat_6,D
490,1,0,46,1,Artist,1,Average,3,Cat_6,D
491,0,0,45,1,Artist,1,Average,5,Cat_3,B
492,1,1,47,1,Entertainment,2,Low,nan,Cat_1,C
493,0,0,27,0,Homemaker,10,Low,1,Cat_6,A
494,0,1,27,0,Artist,nan,Low,4,Cat_4,A
495,1,0,36,0,Entertainment,0,Average,4,Cat_4,C
496,0,1,18,0,Entertainment,0,Low,4,Cat_6,A
497,1,1,35,0,Healthcare,nan,Low,1,Cat_4,A
498,1,1,22,0,Healthcare,0,Low,4,Cat_6,A
499,1,0,47,1,Artist,0,Average,4,Cat_6,C
500,1,1,42,1,Artist,8,Low,1,Cat_6,C
501,1,1,25,0,Doctor,1,Low,4,Cat_6,A
502,1,0,39,1,Entertainment,0,Average,4,Cat_3,C
503,1,1,32,0,Healthcare,9,Low,3,Cat_6,A
504,0,1,50,1,Artist,4,Low,1,Cat_6,D
505,0,0,52,1,Artist,9,Low,4,Cat_6,D
506,0,1,38,1,Artist,7,Low,1,Cat_6,D
507,1,0,32,1,Marketing,13,High,4,Cat_4,C
508,0,1,28,1,Healthcare,1,Low,6,Cat_6,A
509,0,1,35,1,Entertainment,1,Low,2,Cat_6,A
510,0,1,55,1,Artist,1,Low,1,Cat_3,C
511,0,0,51,0,Engineer,nan,Average,3,Cat_4,B
512,1,1,26,1,Doctor,0,Low,5,Cat_6,A
513,1,1,41,1,Artist,2,Low,3,Cat_6,C
514,0,0,37,1,Homemaker,9,High,2,Cat_6,D
515,1,0,66,1,nan,0,Low,2,Cat_2,B
516,0,1,38,0,Artist,10,Low,1,Cat_6,C
517,1,0,39,0,Executive,5,High,3,Cat_4,A
518,1,0,49,1,Artist,0,Low,1,Cat_6,B
519,1,0,41,1,Artist,8,Low,nan,Cat_6,A
520,0,0,46,1,Entertainment,7,Low,3,Cat_6,D
521,0,1,53,0,Entertainment,1,Low,1,Cat_4,C
522,1,1,32,1,Doctor,1,Low,2,Cat_6,B
523,1,0,30,0,Executive,5,High,4,Cat_6,C
524,0,0,26,0,Engineer,7,Low,2,Cat_6,C
525,0,1,25,0,Engineer,1,Low,1,Cat_6,B
526,1,1,20,0,Doctor,8,Low,3,Cat_6,C
527,0,1,22,0,Healthcare,0,Low,4,Cat_6,A
528,1,0,59,0,Artist,0,Low,1,Cat_6,B
529,1,1,69,0,Engineer,1,Low,nan,Cat_4,C
530,0,0,52,1,Artist,3,Low,2,nan,B
531,1,0,59,1,Executive,0,High,5,Cat_6,D
532,0,1,25,1,Artist,13,Low,1,Cat_6,C
533,0,1,39,1,Artist,0,Low,2,Cat_6,C
534,0,0,70,0,Marketing,0,High,2,Cat_4,A
535,1,1,48,1,Engineer,0,Low,1,Cat_2,C
536,1,1,30,0,Healthcare,0,Low,4,Cat_2,A
537,1,0,55,1,Artist,1,Average,3,Cat_3,C
538,0,0,69,1,Artist,1,Average,3,Cat_6,C
539,1,0,38,1,Homemaker,nan,Average,2,Cat_3,B
540,1,0,58,0,Artist,0,High,3,Cat_6,A
541,1,1,46,1,Artist,0,Low,2,Cat_6,A
542,0,1,22,0,Healthcare,1,Low,8,Cat_4,A
543,0,1,39,1,Engineer,1,Low,1,Cat_4,A
544,1,0,47,0,Artist,0,Low,2,Cat_6,C
545,1,1,51,1,Artist,1,Low,2,Cat_6,D
546,1,0,35,0,Artist,1,Average,3,Cat_4,C
547,1,1,23,0,Healthcare,2,Low,3,Cat_2,A
548,1,0,43,1,Executive,nan,High,4,Cat_6,B
549,0,1,27,0,Healthcare,9,Low,2,Cat_6,C
550,0,0,41,1,Artist,9,Low,1,Cat_6,D
551,0,1,29,0,Engineer,1,Low,4,Cat_6,D
552,1,0,52,0,Engineer,nan,Low,1,Cat_6,D
553,0,1,29,0,Entertainment,0,Low,2,Cat_3,B
554,1,0,42,0,Engineer,9,Low,3,Cat_6,A
555,1,0,25,1,Healthcare,nan,Low,6,Cat_6,B
556,0,0,83,1,Lawyer,0,Low,2,Cat_6,D
557,0,0,38,1,Doctor,0,Average,2,Cat_6,D
558,0,1,42,1,Artist,9,Low,1,Cat_6,D
559,1,0,41,1,Artist,1,Low,2,Cat_6,B
560,1,0,50,1,Artist,1,Low,1,Cat_4,B
561,1,0,71,1,Lawyer,0,High,2,Cat_6,D
562,0,0,28,nan,nan,8,Average,4,Cat_3,D
563,1,0,52,1,Engineer,nan,Low,2,Cat_6,C
564,1,1,22,0,Healthcare,0,Low,5,Cat_6,C
565,0,1,43,0,Doctor,4,Low,6,Cat_7,B
566,0,0,84,1,Lawyer,0,Low,nan,Cat_3,C
567,0,1,40,1,Artist,5,Low,1,Cat_6,C
568,1,0,35,0,Artist,0,Low,2,Cat_6,B
569,0,0,78,0,Lawyer,1,Low,1,Cat_5,C
570,0,1,29,1,Doctor,0,Low,5,Cat_3,A
571,1,nan,47,0,nan,0,Average,2,Cat_6,C
572,0,1,28,1,Artist,0,Low,3,Cat_6,A
573,0,0,27,1,Healthcare,6,Average,2,Cat_6,A
574,1,0,25,1,Entertainment,1,Low,2,Cat_6,C
575,1,0,51,0,Executive,1,Low,4,Cat_4,A
576,1,0,46,1,Healthcare,1,High,3,Cat_6,D
577,1,0,61,1,Artist,1,Low,2,Cat_6,B
578,0,0,69,1,Artist,1,Low,1,Cat_6,B
579,1,nan,19,0,Healthcare,9,Low,3,Cat_3,A
580,1,0,52,nan,Entertainment,nan,Average,5,Cat_4,B
581,0,1,41,1,Artist,1,Low,1,Cat_6,D
582,0,1,36,1,Engineer,8,Low,1,Cat_4,D
583,1,0,49,1,Artist,1,Average,2,Cat_6,D
584,1,0,73,1,Lawyer,0,High,4,Cat_6,C
585,0,0,42,1,Entertainment,6,Low,2,Cat_6,B
586,0,1,65,1,Lawyer,0,Low,5,Cat_6,C
587,1,0,25,1,Entertainment,8,Average,2,Cat_6,C
588,0,1,50,1,Artist,8,Low,3,Cat_6,D
589,0,0,40,0,Engineer,1,Low,2,Cat_6,C
590,1,0,74,1,Lawyer,1,Low,1,Cat_6,B
591,0,0,41,1,Healthcare,6,Average,2,Cat_6,D
592,0,1,33,0,Doctor,1,Low,3,Cat_6,A
593,0,0,48,1,Artist,3,High,3,Cat_4,B
594,1,1,35,1,Doctor,3,Low,1,Cat_6,C
595,0,1,40,1,Artist,2,Low,1,Cat_6,B
596,1,1,37,1,Healthcare,0,Low,2,Cat_6,A
597,0,0,45,1,Artist,1,Average,3,Cat_7,D
598,1,0,68,1,Artist,2,Low,1,Cat_6,B
599,0,1,40,1,Artist,1,Low,1,Cat_5,B
600,0,0,40,1,Artist,0,Low,3,Cat_3,B
601,0,1,51,1,Lawyer,6,Low,1,Cat_6,B
602,0,1,35,0,Engineer,1,Low,2,Cat_4,C
603,0,0,50,1,Artist,0,Average,2,Cat_3,D
604,1,1,39,0,Entertainment,0,Low,3,Cat_6,C
605,0,1,66,0,Lawyer,nan,Low,1,Cat_6,C
606,0,0,58,1,Artist,0,Low,nan,Cat_6,D
607,0,1,38,1,Engineer,nan,Low,1,Cat_6,A
608,1,0,25,1,Healthcare,8,Low,2,Cat_6,A
609,0,1,28,1,Healthcare,nan,Low,3,Cat_2,A
610,1,0,26,1,Healthcare,9,High,3,Cat_2,A
611,1,0,49,1,Executive,1,Low,2,Cat_6,C
612,0,1,27,0,Healthcare,0,Low,4,Cat_3,C
613,0,1,35,1,Entertainment,9,Low,4,Cat_6,D
614,1,0,28,0,Executive,0,High,4,Cat_4,C
615,0,1,49,1,nan,0,Low,2,Cat_6,A
616,1,1,18,0,Healthcare,2,Low,4,Cat_2,A
617,1,0,60,0,Artist,1,High,4,Cat_3,B
618,1,0,59,0,Executive,11,High,2,Cat_6,B
619,0,0,36,1,Doctor,7,Average,2,Cat_6,D
620,1,0,65,1,Entertainment,1,Low,1,Cat_6,B
621,1,0,57,1,Artist,3,Average,2,Cat_6,B
622,1,1,31,1,Artist,1,Low,5,Cat_6,D
623,0,0,45,1,Artist,1,Average,4,Cat_3,D
624,1,0,31,1,Entertainment,4,Low,2,Cat_6,B
625,0,0,67,0,Engineer,nan,Average,4,Cat_4,C
626,0,0,33,0,Entertainment,1,Low,2,Cat_3,C
627,1,0,43,1,Healthcare,1,Low,3,Cat_3,A
628,1,0,75,1,Lawyer,2,Low,1,Cat_6,A
629,1,1,35,nan,Artist,6,Low,5,Cat_2,B
630,1,0,62,1,Artist,0,High,2,Cat_6,D
631,0,1,23,0,Homemaker,0,Low,5,Cat_5,B
632,0,1,27,0,Healthcare,9,Low,5,Cat_7,C
633,1,0,79,nan,Lawyer,0,High,2,Cat_6,D
634,1,0,76,1,Lawyer,0,Low,2,Cat_6,C
635,1,1,31,1,Doctor,14,Low,2,Cat_7,C
636,0,0,39,1,Artist,8,Average,2,Cat_6,D
637,1,0,42,1,Artist,6,Low,7,Cat_6,D
638,0,1,46,0,Doctor,0,Low,2,Cat_6,B
639,1,nan,19,0,Healthcare,0,Low,3,Cat_6,A
640,0,1,28,1,Artist,3,Low,7,Cat_2,C
641,1,0,52,1,Marketing,1,High,4,Cat_6,D
642,0,0,66,1,Artist,0,Average,3,Cat_6,D
643,1,0,71,0,Executive,1,Average,2,Cat_6,D
644,0,0,59,1,Engineer,0,Low,1,Cat_6,A
645,1,0,45,1,Artist,1,Average,2,Cat_6,D
646,0,0,41,1,Engineer,8,Average,4,Cat_4,B
647,1,0,52,1,Executive,1,High,3,Cat_6,C
648,0,0,81,1,Lawyer,0,High,2,Cat_6,D
649,0,0,76,1,Marketing,0,Low,2,Cat_6,B
650,1,0,45,1,Artist,1,Low,1,Cat_6,C
651,1,0,58,1,Artist,6,Average,4,Cat_6,D
652,1,0,38,1,Artist,1,Average,4,Cat_6,D
653,0,1,18,0,Healthcare,8,Low,4,Cat_4,A
654,1,0,55,1,Artist,8,Low,1,Cat_6,B
655,0,1,32,1,Artist,9,Low,5,Cat_6,A
656,1,0,72,1,Executive,1,Low,1,Cat_6,A
657,1,0,52,1,Executive,1,High,4,Cat_1,D
658,0,1,30,0,Engineer,1,Low,3,Cat_4,C
659,0,0,71,0,nan,1,Low,1,Cat_6,C
660,1,1,29,0,Entertainment,8,Low,4,Cat_6,A
661,1,0,84,1,Lawyer,0,Low,2,Cat_6,C
662,1,0,88,1,Lawyer,1,Low,1,Cat_6,C
663,1,1,42,0,Doctor,0,Low,1,Cat_3,A
664,0,1,22,0,Doctor,0,Low,2,Cat_4,A
665,0,1,40,1,Artist,8,Low,1,Cat_6,B
666,1,1,32,0,Engineer,0,Low,4,Cat_6,C
667,1,0,50,0,Entertainment,0,Low,2,Cat_6,C
668,0,1,52,1,Artist,0,Low,1,Cat_6,A
669,0,0,68,1,Artist,1,Average,3,Cat_6,D
670,0,0,69,0,Lawyer,0,Low,1,Cat_3,A
671,1,0,42,1,Artist,0,Average,3,Cat_6,B
672,0,1,22,0,Engineer,1,Low,4,Cat_6,A
673,1,1,43,1,Entertainment,1,Low,2,Cat_6,B
674,0,1,25,1,Artist,0,Low,3,Cat_7,C
675,1,0,46,1,Artist,1,Average,4,Cat_6,B
676,1,0,51,1,Artist,0,Average,2,Cat_2,D
677,0,0,48,1,Artist,2,Average,2,Cat_6,D
678,1,0,67,1,Artist,0,Low,1,Cat_6,A
679,0,0,61,1,Engineer,2,Average,4,Cat_2,C
680,1,0,83,0,Executive,1,High,3,Cat_6,B
681,1,1,31,0,Artist,1,Low,2,Cat_6,B
682,1,0,73,1,Entertainment,1,Average,3,Cat_6,A
683,0,0,53,1,Artist,8,Average,3,Cat_6,D
684,1,1,22,0,Healthcare,1,Low,3,Cat_1,A
685,1,0,52,1,Entertainment,0,Average,4,Cat_6,B
686,1,1,22,0,Healthcare,1,Low,6,Cat_4,A
687,0,0,74,1,Lawyer,1,High,2,Cat_6,C
688,1,1,39,1,Artist,4,Low,1,Cat_4,C
689,0,0,65,1,Artist,0,Low,2,Cat_6,B
690,1,1,25,1,Healthcare,9,Low,4,Cat_6,A
691,0,1,25,1,Artist,0,Low,6,Cat_6,C
692,0,0,38,0,Engineer,0,Low,3,Cat_4,C
693,1,0,53,1,Doctor,0,Average,2,Cat_6,D
694,0,0,33,1,Homemaker,1,Low,3,Cat_5,A
695,1,0,56,0,Entertainment,1,Average,3,Cat_6,D
696,0,1,25,0,Artist,1,Low,3,Cat_6,A
697,1,0,55,1,Artist,1,Average,5,Cat_6,D
698,0,1,30,0,Healthcare,nan,Low,nan,nan,D
699,1,0,53,1,Artist,0,Low,3,Cat_6,B
700,1,0,45,0,Entertainment,10,Average,4,Cat_6,B
701,1,0,40,0,Doctor,4,Average,4,Cat_6,B
702,1,0,33,0,Executive,4,High,4,Cat_3,B
703,0,nan,62,1,Artist,4,Average,3,Cat_6,B
704,0,1,26,1,Artist,9,Low,1,Cat_6,C
705,1,0,40,1,Artist,0,Average,2,Cat_6,D
706,0,1,70,1,Lawyer,0,Low,1,Cat_6,A
707,1,1,29,0,Healthcare,0,Low,6,Cat_6,B
708,0,0,69,1,Artist,2,Average,9,Cat_5,D
709,0,0,36,1,Artist,nan,Low,2,Cat_6,B
710,0,0,72,1,Doctor,nan,High,2,Cat_6,D
711,1,0,35,0,Entertainment,1,Low,nan,Cat_4,C
712,1,0,48,1,Healthcare,1,Average,4,Cat_6,C
713,1,0,57,1,Lawyer,1,High,2,Cat_6,B
714,0,1,41,1,Artist,1,Low,nan,Cat_4,C
715,0,0,26,1,Artist,4,Average,2,Cat_3,A
716,0,0,55,0,Engineer,0,Low,1,Cat_6,A
717,0,1,26,0,Engineer,0,Low,3,Cat_6,A
718,0,0,43,0,Homemaker,7,Low,1,Cat_6,B
719,1,0,39,1,Artist,0,Low,3,Cat_6,C
720,1,0,40,1,Entertainment,nan,Average,2,Cat_4,B
721,0,1,32,1,Engineer,0,Low,2,Cat_6,A
722,1,0,42,1,Artist,1,Average,3,Cat_6,D
723,1,0,53,0,Doctor,nan,Average,4,Cat_3,C
724,1,1,39,1,Entertainment,1,Low,8,Cat_3,C
725,1,0,56,1,Artist,1,High,2,Cat_6,D
726,0,1,37,0,Homemaker,1,Low,1,Cat_1,A
727,0,0,58,1,Artist,1,Low,1,Cat_6,B
728,1,0,33,1,Doctor,0,Average,2,Cat_6,B
729,0,1,22,0,Healthcare,1,Low,9,Cat_4,A
730,1,0,49,1,Entertainment,0,Average,3,Cat_6,B
731,0,0,78,1,Artist,1,High,2,Cat_6,D
732,0,0,89,0,Lawyer,3,High,2,Cat_6,C
733,0,1,50,0,Artist,0,Low,nan,Cat_2,C
734,1,0,58,1,Artist,1,Low,1,Cat_6,A
735,1,1,18,0,Healthcare,6,Low,4,Cat_4,A
736,1,1,22,0,Healthcare,1,Low,4,Cat_4,A
737,0,0,49,1,Homemaker,14,Low,1,Cat_6,C
738,0,1,28,1,Doctor,nan,Low,3,Cat_6,C
739,1,1,42,1,Artist,1,Low,1,Cat_2,D
740,1,1,27,0,Artist,1,Low,1,Cat_6,B
741,0,0,83,0,Lawyer,nan,Low,2,Cat_6,C
742,1,1,18,0,Healthcare,2,Low,4,Cat_6,A
743,1,1,19,0,Healthcare,1,Low,3,Cat_3,A
744,0,1,43,1,Homemaker,14,Low,1,Cat_6,A
745,0,0,40,1,Artist,0,High,2,Cat_6,C
746,1,0,58,1,Doctor,1,High,2,Cat_6,B
747,0,1,26,0,Homemaker,9,Low,2,Cat_6,C
748,1,0,57,1,Doctor,0,Average,2,Cat_4,B
749,0,1,49,1,Entertainment,0,Low,1,Cat_3,A
750,1,0,43,0,Marketing,1,Low,2,Cat_7,A
751,1,1,18,0,Healthcare,8,Low,4,Cat_6,A
752,1,0,40,1,Artist,0,High,nan,Cat_6,C
753,0,1,26,1,Engineer,1,Low,3,Cat_3,A
754,0,1,23,0,Healthcare,1,Low,4,Cat_6,A
755,1,0,88,0,Executive,nan,Low,nan,Cat_6,A
756,0,1,28,0,Homemaker,nan,Low,nan,Cat_3,A
757,1,0,39,1,Healthcare,11,Average,2,Cat_2,A
758,0,1,22,0,Healthcare,8,Low,4,Cat_6,A
759,1,0,51,1,Doctor,1,Average,3,Cat_3,B
760,1,0,40,0,Executive,4,Low,nan,Cat_6,C
761,1,0,40,1,Entertainment,8,Low,2,Cat_6,A
762,0,0,48,1,Engineer,1,High,3,Cat_6,B
763,1,0,63,1,Artist,0,Average,4,Cat_6,B
764,1,1,21,0,Healthcare,1,Low,6,Cat_6,A
765,0,1,23,1,Healthcare,1,Low,4,Cat_1,A
766,1,1,31,1,Artist,0,Low,1,Cat_6,B
767,0,0,40,0,Artist,0,Low,1,Cat_4,A
768,0,0,57,0,Engineer,8,Low,1,Cat_6,B
769,1,0,50,1,Doctor,0,Average,3,Cat_6,D
770,0,1,29,0,Artist,0,Low,3,Cat_4,C
771,0,0,83,1,Lawyer,13,High,2,Cat_6,B
772,1,1,31,0,Doctor,0,Low,3,Cat_6,D
773,1,0,61,0,Executive,0,High,2,Cat_1,B
774,1,0,26,1,Entertainment,1,Average,2,Cat_6,B
775,1,0,53,1,Executive,0,Low,2,Cat_2,D
776,1,0,67,0,Lawyer,1,Average,2,Cat_6,C
777,1,0,53,1,Artist,1,High,2,Cat_6,A
778,0,0,59,1,Artist,0,Average,4,Cat_3,D
779,1,1,27,1,Doctor,0,Low,2,Cat_3,C
780,0,0,83,1,Lawyer,1,Low,1,Cat_6,D
781,0,1,42,1,Entertainment,1,Low,3,Cat_6,A
782,1,0,50,0,Entertainment,0,Low,2,Cat_6,A
783,0,0,32,1,Executive,4,High,3,Cat_7,D
784,0,1,21,0,Healthcare,1,Low,3,Cat_7,C
785,1,1,28,0,Healthcare,1,Low,4,Cat_4,C
786,1,1,32,1,Doctor,6,Low,5,Cat_6,A
787,0,1,35,1,Artist,7,Low,1,Cat_6,B
788,1,1,32,0,Healthcare,7,Low,5,Cat_6,C
789,0,1,22,0,Healthcare,4,Low,3,Cat_6,A
790,0,1,32,1,Marketing,8,Low,6,Cat_1,C
791,1,1,23,0,Healthcare,6,Low,3,Cat_6,A
792,0,1,18,0,Healthcare,0,Low,4,Cat_3,A
793,0,0,37,1,Artist,4,Low,1,Cat_3,C
794,0,1,37,1,Entertainment,6,Low,nan,Cat_6,C
795,1,1,32,0,Healthcare,7,Low,5,Cat_6,A
796,0,0,46,1,Artist,0,Average,2,Cat_6,D
797,1,0,70,1,Lawyer,1,High,2,Cat_6,B
798,0,0,78,1,Lawyer,1,High,2,Cat_6,D
799,0,1,23,0,Healthcare,0,Low,3,Cat_2,A
800,1,1,59,1,Entertainment,nan,Low,3,Cat_6,B
801,1,0,59,0,Executive,0,High,3,Cat_6,D
802,0,0,49,1,Marketing,9,Low,2,Cat_6,D
803,1,0,46,1,Artist,1,Low,2,Cat_6,D
804,1,1,25,1,Healthcare,1,Low,4,Cat_3,A
805,1,0,52,0,Artist,7,Low,1,Cat_6,D
806,1,0,68,1,Lawyer,nan,Low,1,nan,C
807,1,0,20,0,Healthcare,1,Average,4,Cat_7,A
808,1,0,61,1,Executive,1,High,3,Cat_6,D
809,0,1,21,0,Doctor,0,Low,3,Cat_1,A
810,0,0,88,1,Lawyer,nan,High,2,Cat_6,D
811,1,1,36,0,Entertainment,8,Low,2,Cat_6,A
812,1,0,37,1,Artist,0,Average,2,Cat_4,D
813,1,0,45,0,Artist,0,Low,2,Cat_7,C
814,1,1,45,1,Entertainment,1,Low,2,Cat_6,C
815,1,1,38,1,Entertainment,1,Low,2,Cat_6,A
816,1,0,85,1,Artist,1,Low,1,Cat_6,C
817,1,0,51,1,Healthcare,nan,Low,2,Cat_6,C
818,1,0,33,0,Healthcare,11,High,2,Cat_6,A
819,0,0,73,1,Lawyer,nan,Low,5,Cat_1,C
820,0,0,27,0,Engineer,1,Average,9,Cat_3,A
821,1,0,59,1,Artist,9,Average,4,Cat_6,D
822,1,1,29,0,Marketing,1,Low,2,Cat_6,A
823,0,0,26,0,Doctor,1,Average,2,Cat_4,A
824,0,1,28,0,Homemaker,8,Low,1,Cat_6,C
825,1,1,28,0,Doctor,nan,Low,1,Cat_6,A
826,0,0,37,1,Marketing,7,Average,3,Cat_6,A
827,1,0,74,0,Lawyer,0,High,2,Cat_6,C
828,1,0,58,1,Artist,1,Average,4,Cat_6,D
829,0,1,19,0,Healthcare,0,Low,3,Cat_6,C
830,1,1,19,0,Healthcare,1,Low,4,Cat_6,A
831,0,1,30,0,Marketing,1,Low,4,Cat_6,B
832,1,0,47,0,Entertainment,0,Average,3,Cat_6,B
833,1,0,42,1,Artist,1,Average,3,Cat_2,D
834,0,0,62,1,Artist,1,Low,2,Cat_6,D
835,1,0,63,0,Executive,1,High,3,Cat_6,D
836,0,0,52,1,Artist,1,Low,3,Cat_4,C
837,1,1,18,0,Healthcare,0,Low,3,Cat_6,A
838,1,0,33,0,Artist,1,Average,2,Cat_4,B
839,0,1,37,1,Entertainment,1,Low,2,Cat_2,A
840,1,1,29,0,Doctor,1,Low,5,Cat_6,A
841,0,0,52,1,Engineer,nan,Average,3,Cat_3,B
842,1,0,53,0,Entertainment,1,Average,4,Cat_4,B
843,0,1,32,0,Doctor,8,Low,6,Cat_6,D
844,1,0,39,1,Entertainment,4,Average,4,Cat_6,B
845,0,0,57,1,Artist,nan,Low,1,Cat_6,B
846,0,1,31,0,Doctor,0,Low,4,Cat_3,A
847,0,0,53,1,Artist,2,Low,1,Cat_6,D
848,1,0,30,1,Homemaker,3,Low,2,Cat_1,A
849,0,0,50,nan,Artist,0,Average,3,Cat_2,D
850,1,0,42,1,Doctor,nan,Average,4,Cat_6,D
851,1,0,35,0,Marketing,0,Low,3,Cat_4,A
852,1,0,58,1,Artist,0,Low,3,Cat_6,C
853,0,0,51,0,Healthcare,0,High,3,Cat_4,A
854,1,1,19,0,Healthcare,1,Low,4,nan,B
855,1,1,47,0,Entertainment,1,Low,1,Cat_6,C
856,1,0,59,1,Executive,1,High,4,Cat_6,D
857,1,1,40,1,Artist,1,Low,4,Cat_3,C
858,1,0,72,0,Lawyer,1,Low,2,Cat_6,D
859,1,1,36,1,Artist,4,Low,1,Cat_4,C
860,0,1,31,0,Healthcare,10,Low,2,Cat_3,D
861,1,1,21,0,Healthcare,nan,Low,nan,Cat_1,D
862,1,0,61,1,Entertainment,0,Average,6,Cat_6,B
863,1,1,25,1,Entertainment,1,Low,2,Cat_6,C
864,0,0,29,1,Healthcare,6,Average,2,Cat_6,C
865,1,0,68,0,Executive,1,High,2,Cat_4,A
866,1,1,42,1,Artist,8,Low,nan,Cat_6,C
867,1,1,19,0,Doctor,0,Low,3,Cat_4,A
868,0,0,73,1,Lawyer,1,Low,1,Cat_6,B
869,0,1,29,0,Homemaker,11,Low,1,Cat_6,A
870,0,1,36,1,Homemaker,6,Low,1,Cat_3,B
871,1,0,71,1,Executive,0,High,2,Cat_6,B
872,0,0,83,0,Lawyer,0,High,2,Cat_6,B
873,0,1,42,1,Artist,8,Low,4,Cat_6,D
874,1,0,48,0,Executive,1,High,4,Cat_1,B
875,1,1,42,1,Artist,8,Low,1,Cat_6,C
876,1,0,45,1,Doctor,1,Average,2,Cat_3,C
877,1,0,55,1,Engineer,1,Average,3,Cat_6,C
878,0,1,39,0,Artist,1,Low,1,Cat_6,C
879,0,0,35,1,Artist,nan,Average,4,Cat_6,A
880,0,1,57,1,Artist,1,Low,1,Cat_6,B
881,1,1,29,1,Artist,7,Low,1,Cat_6,B
882,1,1,33,1,Artist,8,Low,2,Cat_6,C
883,1,0,82,1,Lawyer,nan,Low,2,Cat_6,A
884,1,nan,56,1,Artist,0,Average,5,Cat_6,C
885,1,1,19,0,Healthcare,4,Low,4,Cat_4,A
886,0,0,73,0,Lawyer,1,Low,2,Cat_6,A
887,1,1,21,0,Healthcare,1,Low,5,Cat_4,A
888,1,0,26,1,Healthcare,6,Low,2,Cat_6,A
889,0,0,57,1,Artist,nan,Average,4,Cat_2,D
890,1,0,52,0,Artist,0,Low,3,Cat_4,C
891,1,0,35,1,Entertainment,nan,Average,2,Cat_3,D
892,0,0,88,1,Artist,1,High,2,Cat_6,A
893,1,1,26,1,Doctor,0,Low,3,Cat_4,D
894,0,1,29,1,Entertainment,8,Low,2,Cat_6,C
895,1,0,35,0,Engineer,1,Low,6,Cat_6,C
896,0,0,60,1,Engineer,nan,High,4,Cat_6,B
897,0,0,30,1,Engineer,8,High,6,Cat_4,A
898,1,0,59,1,Artist,1,Average,3,Cat_6,D
899,1,0,56,1,Artist,0,Low,1,Cat_6,B
900,1,0,49,1,Artist,1,Average,3,Cat_6,D
901,1,0,66,0,Executive,6,Low,3,Cat_4,B
902,1,0,60,1,Artist,0,Average,4,Cat_6,C
903,1,0,51,1,Artist,1,Average,4,Cat_6,B
904,0,0,33,1,Engineer,2,Average,2,Cat_6,A
905,0,0,35,1,Executive,0,Low,2,Cat_6,B
906,0,0,49,0,Engineer,1,Average,4,Cat_6,C
907,0,0,59,0,Artist,1,High,2,Cat_6,D
908,0,0,86,0,Lawyer,0,High,2,Cat_6,B
909,1,0,88,0,Artist,7,Low,1,Cat_6,A
910,1,0,66,1,Lawyer,1,High,2,Cat_4,D
911,1,1,18,0,Artist,nan,Low,4,Cat_4,A
912,1,0,80,0,Executive,0,Low,1,Cat_6,A
913,1,0,42,0,Entertainment,1,Low,2,Cat_4,B
914,1,nan,42,1,Artist,3,Average,2,Cat_6,C
915,0,1,41,1,Artist,0,Low,1,Cat_6,C
916,0,1,35,nan,Artist,0,Low,3,Cat_6,B
917,1,0,47,0,nan,1,Low,5,Cat_3,C
918,1,1,39,nan,Entertainment,6,Low,1,Cat_6,B
919,0,1,38,1,Healthcare,0,Low,2,Cat_6,A
920,0,1,36,1,Doctor,4,Low,1,Cat_2,B
921,0,0,37,0,Artist,0,Average,2,Cat_4,A
922,1,0,52,1,Artist,1,Average,3,Cat_6,D
923,1,0,67,0,Lawyer,nan,Low,nan,Cat_6,A
924,0,1,38,1,Artist,0,Low,1,Cat_6,A
925,0,0,61,0,Lawyer,0,High,3,Cat_6,A
926,1,0,60,1,Doctor,0,Average,2,Cat_6,D
927,1,0,46,1,Artist,1,Low,2,Cat_6,A
